"Task/Step","Task type","Start date","End date","Status","Summary","Logs"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 5:54:47 pm","4/4/2019 5:54:49 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 5:54:47 pm","4/4/2019 5:54:49 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 5:54:39 pm","4/4/2019 5:54:47 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 5:54:46 pm","4/4/2019 5:54:47 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 5:24:44 pm","4/4/2019 5:24:45 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 5:24:44 pm","4/4/2019 5:24:45 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 5:24:36 pm","4/4/2019 5:24:44 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 5:24:42 pm","4/4/2019 5:24:43 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 4:54:42 pm","4/4/2019 4:54:43 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 4:54:42 pm","4/4/2019 4:54:43 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 4:54:34 pm","4/4/2019 4:54:41 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 4:54:40 pm","4/4/2019 4:54:41 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 4:24:44 pm","4/4/2019 4:24:45 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 4:24:44 pm","4/4/2019 4:24:45 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 4:24:36 pm","4/4/2019 4:24:44 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 4:24:43 pm","4/4/2019 4:24:43 pm","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 4:15:46 pm","4/4/2019 4:16:03 pm","Completed","Partial export of applications summary completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 4:15:52 pm","4/4/2019 4:16:03 pm","Completed","Partial export of applications summary completed successfully","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 4:00:45 pm","4/4/2019 4:05:06 pm","Completed","Partial export of applications, licenses, installations, assets, discovery, inventory summary completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 4:00:51 pm","4/4/2019 4:05:06 pm","Completed","Partial export of applications, licenses, installations, assets, discovery, inventory summary completed successfully","Yes"
"Combined_SCCM_SN_Tanium_Test_Import","Business import","4/4/2019 3:59:19 pm","4/4/2019 4:04:15 pm","Completed","Location - Matched = 8767, Created = 0, Updated = 0, Rejected = 0
Asset - Matched = 209352, Created = 0, Updated = 209186, Rejected = 3
Asset/Computer - Matched = 0, Created = 0, Updated = 0, Rejected = 0","No"
"Gathering business data","Business import","4/4/2019 3:59:09 pm","4/4/2019 3:59:12 pm","Completed","Business data saved as E:\ProgramData\Flexera Software\Beacon\IntermediateData\B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190404155911.zip
File size: 2.84 MB","Yes"
"Uploading to Application Server","Business import","4/4/2019 3:59:12 pm","4/4/2019 3:59:16 pm","Completed","Uploaded B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190404155911.zip successfully","No"
"Importing into application server","Business import","4/4/2019 3:59:19 pm","4/4/2019 4:04:14 pm","Completed","Location - Matched = 8767, Created = 0, Updated = 0, Rejected = 0
Asset - Matched = 209352, Created = 0, Updated = 209186, Rejected = 3
Asset/Computer - Matched = 0, Created = 0, Updated = 0, Rejected = 0","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 3:54:41 pm","4/4/2019 3:54:43 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 3:54:41 pm","4/4/2019 3:54:43 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 3:54:34 pm","4/4/2019 3:54:41 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 3:54:40 pm","4/4/2019 3:54:41 pm","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 3:42:33 pm","4/4/2019 3:44:14 pm","Completed","Partial export of applications, licenses, installations summary completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 3:42:43 pm","4/4/2019 3:44:14 pm","Completed","Partial export of applications, licenses, installations summary completed successfully","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 3:27:26 pm","4/4/2019 3:35:38 pm","Completed","Partial export of applications, licenses, installations, assets, discovery, inventory summary completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 3:27:32 pm","4/4/2019 3:35:38 pm","Completed","Partial export of applications, licenses, installations, assets, discovery, inventory summary completed successfully","Yes"
"Full_Asset_Importer","Business import","4/4/2019 3:26:31 pm","4/4/2019 3:34:46 pm","Completed","Asset Status1 - Matched = 209857, Created = 6, Updated = 0, Rejected = 0
Asset - Matched = 6535, Created = 203653, Updated = 6502, Rejected = 3
Asset/Computer - Matched = 54527, Created = 149296, Updated = 54527, Rejected = 0","No"
"Gathering business data","Business import","4/4/2019 3:26:19 pm","4/4/2019 3:26:22 pm","Completed","Business data saved as E:\ProgramData\Flexera Software\Beacon\IntermediateData\B[S=Full_Asset_Importer]_20190404152621.zip
File size: 1.94 MB","Yes"
"Uploading to Application Server","Business import","4/4/2019 3:26:22 pm","4/4/2019 3:26:25 pm","Completed","Uploaded B[S=Full_Asset_Importer]_20190404152621.zip successfully","No"
"Importing into application server","Business import","4/4/2019 3:26:31 pm","4/4/2019 3:34:45 pm","Completed","Asset Status1 - Matched = 209857, Created = 6, Updated = 0, Rejected = 0
Asset - Matched = 6535, Created = 203653, Updated = 6502, Rejected = 3
Asset/Computer - Matched = 54527, Created = 149296, Updated = 54527, Rejected = 0","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 3:24:38 pm","4/4/2019 3:24:40 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 3:24:38 pm","4/4/2019 3:24:40 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 3:24:31 pm","4/4/2019 3:24:38 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 3:24:37 pm","4/4/2019 3:24:38 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 2:54:40 pm","4/4/2019 2:54:42 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 2:54:40 pm","4/4/2019 2:54:42 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 2:54:33 pm","4/4/2019 2:54:40 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 2:54:39 pm","4/4/2019 2:54:40 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 2:24:37 pm","4/4/2019 2:24:39 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 2:24:38 pm","4/4/2019 2:24:39 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 2:24:30 pm","4/4/2019 2:24:37 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 2:24:36 pm","4/4/2019 2:24:37 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 1:54:35 pm","4/4/2019 1:54:36 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 1:54:35 pm","4/4/2019 1:54:36 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 1:54:27 pm","4/4/2019 1:54:34 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 1:54:33 pm","4/4/2019 1:54:34 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 1:24:37 pm","4/4/2019 1:24:38 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 1:24:37 pm","4/4/2019 1:24:38 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 1:24:30 pm","4/4/2019 1:24:37 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 1:24:36 pm","4/4/2019 1:24:37 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 12:54:34 pm","4/4/2019 12:54:35 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 12:54:34 pm","4/4/2019 12:54:35 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 12:54:27 pm","4/4/2019 12:54:34 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 12:54:32 pm","4/4/2019 12:54:33 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 12:24:31 pm","4/4/2019 12:24:32 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 12:24:31 pm","4/4/2019 12:24:32 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 12:24:24 pm","4/4/2019 12:24:31 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 12:24:30 pm","4/4/2019 12:24:31 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 11:54:33 am","4/4/2019 11:54:35 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 11:54:33 am","4/4/2019 11:54:35 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 11:54:26 am","4/4/2019 11:54:33 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 11:54:32 am","4/4/2019 11:54:33 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 11:24:31 am","4/4/2019 11:24:32 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 11:24:31 am","4/4/2019 11:24:32 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 11:24:23 am","4/4/2019 11:24:30 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 11:24:29 am","4/4/2019 11:24:30 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 10:54:28 am","4/4/2019 10:54:29 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 10:54:28 am","4/4/2019 10:54:29 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 10:54:21 am","4/4/2019 10:54:28 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 10:54:27 am","4/4/2019 10:54:27 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 10:24:25 am","4/4/2019 10:24:27 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 10:24:26 am","4/4/2019 10:24:27 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 10:24:18 am","4/4/2019 10:24:25 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 10:24:24 am","4/4/2019 10:24:25 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 9:54:27 am","4/4/2019 9:54:28 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 9:54:27 am","4/4/2019 9:54:28 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 9:54:20 am","4/4/2019 9:54:27 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 9:54:26 am","4/4/2019 9:54:27 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 9:24:25 am","4/4/2019 9:24:26 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 9:24:25 am","4/4/2019 9:24:26 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 9:24:18 am","4/4/2019 9:24:25 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 9:24:23 am","4/4/2019 9:24:24 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 8:54:22 am","4/4/2019 8:54:23 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 8:54:22 am","4/4/2019 8:54:23 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 8:54:14 am","4/4/2019 8:54:21 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 8:54:20 am","4/4/2019 8:54:21 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 8:24:24 am","4/4/2019 8:24:25 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 8:24:24 am","4/4/2019 8:24:25 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 8:24:17 am","4/4/2019 8:24:24 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 8:24:23 am","4/4/2019 8:24:24 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 7:54:21 am","4/4/2019 7:54:22 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 7:54:21 am","4/4/2019 7:54:22 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 7:54:14 am","4/4/2019 7:54:21 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 7:54:20 am","4/4/2019 7:54:21 am","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 7:46:13 am","4/4/2019 7:46:21 am","Completed","Partial export completed with no changes","No"
"Exporting","Data warehouse export","4/4/2019 7:46:19 am","4/4/2019 7:46:21 am","Completed","Partial export completed with no changes","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 7:32:56 am","4/4/2019 7:34:34 am","Completed","Export completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 7:33:03 am","4/4/2019 7:34:33 am","Completed","Export completed successfully","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 7:31:11 am","4/4/2019 7:32:45 am","Completed","Partial export of applications, licenses, installations, purchases summary completed successfully","No"
"Exporting","Data warehouse export","4/4/2019 7:31:18 am","4/4/2019 7:32:45 am","Completed","Partial export of applications, licenses, installations, purchases summary completed successfully","Yes"
"Reconciliation for IBM PVU","Reconciliation","4/4/2019 7:24:20 am","4/4/2019 7:24:24 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","4/4/2019 7:24:20 am","4/4/2019 7:24:24 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","4/4/2019 7:24:10 am","4/4/2019 7:24:19 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","4/4/2019 7:24:17 am","4/4/2019 7:24:19 am","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","4/4/2019 7:16:10 am","4/4/2019 7:16:33 am","Completed","Partial export of applications, licenses summary completed successfully","No"
